project_key,kartnr,project_description,region,bidding_zones,decision_phase,motivation,planned_year_min,planned_year_max,planned_year_raw,in_or_out_of_service,country,source_doc_key,source_page,extraction_run_id,confidence_tier
svk_vmd_21855_constr,21855,Himmeta stationsförnyelse,Regionerna Västmanland och Uppsala,SE3,construction,system_reinforcement,2026,2026,2026,in_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_20440,20440,Forsmark stationsförnyelse,Regionerna Västmanland och Uppsala,SE3,construction,reinvestment,2026,2027,2026-2027,in_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_24676,24676,Horndal–Avesta ledningsförnyelse,Regionerna Västmanland och Uppsala,SE3,construction,reinvestment,2027,2027,2027,in_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_24003,24003,Horndal–Finnslätten öst ledningsrivning,Regionerna Västmanland och Uppsala,SE3,construction,reinvestment,2028,2028,2028,out_of_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_vmd_20811,20811,Hamra om- och utbyggnad,Regionerna Västmanland och Uppsala,SE3,construction,system_reinforcement,2030,2030,2030,in_service,SE,svk_nup_2026_2035,94,2026-05-03-svk-nup-10ar-v1,observed
svk_hal_18429,18429,Nordvära ny 400 kV-station,Region Halland och Västra Götalandsregionen,SE3;SE4,under_consideration,connection,2030,2030,2030,in_service,SE,svk_nup_2026_2035,98,2026-05-03-svk-nup-10ar-v1,observed
svk_hal_17853,17853,Uddebo ny 400 kV-station,Region Halland och Västra Götalandsregionen,SE3;SE4,under_consideration,connection,2031,2031,2031,in_service,SE,svk_nup_2026_2035,98,2026-05-03-svk-nup-10ar-v1,observed
svk_hal_25628,25628,Borgvik–Skogssäter ledningsförnyelse,Region Halland och Västra Götalandsregionen,SE3;SE4,under_consideration,reinvestment,2035,2035,2035,in_service,SE,svk_nup_2026_2035,98,2026-05-03-svk-nup-10ar-v1,observed
svk_hal_25631,25631,Skogssäter–Kilanda väst ledningsförnyelse,Region Halland och Västra Götalandsregionen,SE3;SE4,under_consideration,reinvestment,2038,2038,2038,in_service,SE,svk_nup_2026_2035,98,2026-05-03-svk-nup-10ar-v1,observed
svk_hal_18463,18463,Horred–Ringhals ledningsförnyelse,Region Halland och Västra Götalandsregionen,SE3;SE4,under_consideration,reinvestment,2043,2043,2043,in_service,SE,svk_nup_2026_2035,98,2026-05-03-svk-nup-10ar-v1,observed
svk_hal_18640,18640,Horred–Breared ledningsförnyelse,Region Halland och Västra Götalandsregionen,SE3;SE4,preparation,reinvestment,2028,2028,2028,in_service,SE,svk_nup_2026_2035,98,2026-05-03-svk-nup-10ar-v1,observed
svk_hal_17634,17634,Stenkullen–Horred ledningsförnyelse,Region Halland och Västra Götalandsregionen,SE3;SE4,preparation,reinvestment,2029,2029,2029,in_service,SE,svk_nup_2026_2035,98,2026-05-03-svk-nup-10ar-v1,observed
svk_hal_18722,18722,Breared stationsförnyelse,Region Halland och Västra Götalandsregionen,SE3;SE4,preparation,reinvestment,2029,2029,2029,in_service,SE,svk_nup_2026_2035,98,2026-05-03-svk-nup-10ar-v1,observed
svk_hal_17631,17631,Lunna ny 400 kV-station,Region Halland och Västra Götalandsregionen,SE3;SE4,preparation,system_reinforcement,2030,2030,2030,in_service,SE,svk_nup_2026_2035,98,2026-05-03-svk-nup-10ar-v1,observed
svk_hal_17514,17514,Skogssäter–Ingelkärr ny 400 kV-ledning,Region Halland och Västra Götalandsregionen,SE3;SE4,preparation,system_reinforcement,2031,2031,2031,in_service,SE,svk_nup_2026_2035,98,2026-05-03-svk-nup-10ar-v1,observed
svk_hal_17647,17647,Kilanda–Stenkullen ledningsförnyelse,Region Halland och Västra Götalandsregionen,SE3;SE4,preparation,reinvestment,2031,2031,2031,in_service,SE,svk_nup_2026_2035,98,2026-05-03-svk-nup-10ar-v1,observed
svk_hal_17645,17645,Hallsberg–Timmersdala ledningsförnyelse,Region Halland och Västra Götalandsregionen,SE3;SE4,preparation,reinvestment,2032,2032,2032,in_service,SE,svk_nup_2026_2035,98,2026-05-03-svk-nup-10ar-v1,observed
svk_hal_17646,17646,Timmersdala–Stenkullen ledningsförnyelse,Region Halland och Västra Götalandsregionen,SE3;SE4,preparation,reinvestment,2033,2033,2033,in_service,SE,svk_nup_2026_2035,98,2026-05-03-svk-nup-10ar-v1,observed
svk_hal_17633,17633,Hallsberg–Moholm–Timmersdala ny 400 kV-ledning,Region Halland och Västra Götalandsregionen,SE3;SE4,preparation,system_reinforcement,2035,2035,2035,in_service,SE,svk_nup_2026_2035,98,2026-05-03-svk-nup-10ar-v1,observed
svk_hal_17407,17407,Konti-Skan Connect,Region Halland och Västra Götalandsregionen,SE3;SE4,preparation,reinvestment,2036,2036,2036,in_service,SE,svk_nup_2026_2035,98,2026-05-03-svk-nup-10ar-v1,observed
svk_hal_11652,11652,Breared–Söderåsen ledningsförnyelse,Region Halland och Västra Götalandsregionen,SE3;SE4,construction,reinvestment,2026,2026,2026,in_service,SE,svk_nup_2026_2035,98,2026-05-03-svk-nup-10ar-v1,observed
svk_hal_17266,17266,Ingelkärr–Stenkullen ny 400 kV-ledning,Region Halland och Västra Götalandsregionen,SE3;SE4,construction,system_reinforcement,2026,2026,2026,in_service,SE,svk_nup_2026_2035,98,2026-05-03-svk-nup-10ar-v1,observed
svk_hal_17482,17482,Ingelkärr ny 400 kV-station,Region Halland och Västra Götalandsregionen,SE3;SE4,construction,system_reinforcement,2026,2026,2026,in_service,SE,svk_nup_2026_2035,98,2026-05-03-svk-nup-10ar-v1,observed
svk_hal_17619,17619,Skogssäter–Kilanda öst ledningsförnyelse,Region Halland och Västra Götalandsregionen,SE3;SE4,construction,reinvestment,2026,2026,2026,in_service,SE,svk_nup_2026_2035,98,2026-05-03-svk-nup-10ar-v1,observed
svk_hal_18897,18897,Häradsbo ny shuntkondensator,Region Halland och Västra Götalandsregionen,SE3;SE4,construction,system_reinforcement,2026,2026,2026,in_service,SE,svk_nup_2026_2035,98,2026-05-03-svk-nup-10ar-v1,observed
svk_krn_12434,12434,Ekhyddan och Hemsjö reaktorpaket,Regionerna Kronoberg Kalmar län Jönköpings län och Gotland,SE3;SE4,under_consideration,system_reinforcement,2028,2028,2028,in_service,SE,svk_nup_2026_2035,100,2026-05-03-svk-nup-10ar-v1,observed
svk_krn_14812,14812,Nordbalt delförnyelse,Regionerna Kronoberg Kalmar län Jönköpings län och Gotland,SE3;SE4,under_consideration,reinvestment,2037,2037,2037,in_service,SE,svk_nup_2026_2035,100,2026-05-03-svk-nup-10ar-v1,observed
svk_krn_14469,14469,Nybro–Hemsjö ledningsförnyelse,Regionerna Kronoberg Kalmar län Jönköpings län och Gotland,SE3;SE4,under_consideration,system_reinforcement,2040,2040,2040,in_service,SE,svk_nup_2026_2035,100,2026-05-03-svk-nup-10ar-v1,observed
svk_krn_14650,14650,Ekhyddan–Nybro ledningsförnyelse,Regionerna Kronoberg Kalmar län Jönköpings län och Gotland,SE3;SE4,under_consideration,system_reinforcement,2042,2042,2042,in_service,SE,svk_nup_2026_2035,100,2026-05-03-svk-nup-10ar-v1,observed
svk_krn_14792,14792,Ekhyddan–Nybro ny 400 kV-ledning,Regionerna Kronoberg Kalmar län Jönköpings län och Gotland,SE3;SE4,preparation,market_integration,2029,2029,2029,in_service,SE,svk_nup_2026_2035,100,2026-05-03-svk-nup-10ar-v1,observed
svk_krn_14073,14073,Misterhult ny 400 kV-station,Regionerna Kronoberg Kalmar län Jönköpings län och Gotland,SE3;SE4,preparation,system_reinforcement,2030,2030,2030,in_service,SE,svk_nup_2026_2035,100,2026-05-03-svk-nup-10ar-v1,observed
svk_krn_15071,15071,Stenkumla ny 220 kV-station,Regionerna Kronoberg Kalmar län Jönköpings län och Gotland,SE3;SE4,preparation,system_reinforcement,2030,2030,2030,in_service,SE,svk_nup_2026_2035,100,2026-05-03-svk-nup-10ar-v1,observed
svk_krn_14793,14793,Nybro–Hemsjö ny 400 kV-ledning,Regionerna Kronoberg Kalmar län Jönköpings län och Gotland,SE3;SE4,construction,market_integration,2027,2027,2027,in_service,SE,svk_nup_2026_2035,100,2026-05-03-svk-nup-10ar-v1,observed
svk_krn_14794,14794,Ekhyddan–Nybro–Hemsjö stationsåtgärder,Regionerna Kronoberg Kalmar län Jönköpings län och Gotland,SE3;SE4,construction,market_integration,2027,2028,2027-2028,in_service,SE,svk_nup_2026_2035,100,2026-05-03-svk-nup-10ar-v1,observed
svk_krn_15069,15069,Gotlandsförbindelsen,Regionerna Kronoberg Kalmar län Jönköpings län och Gotland,SE3;SE4,construction,system_reinforcement,2030,2030,2030,in_service,SE,svk_nup_2026_2035,100,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_12434,12434,Ekhyddan och Hemsjö reaktorpaket,Regionerna Skåne och Blekinge,SE4,under_consideration,system_reinforcement,2028,2028,2028,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_11720,11720,Arrie stationsförnyelse och utbyggnad,Regionerna Skåne och Blekinge,SE4,under_consideration,reinvestment,2034,2034,2034,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_12820,12820,SwePol Link SCM uppgradering,Regionerna Skåne och Blekinge,SE4,under_consideration,reinvestment,2034,2034,2034,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_11173_hyllinge_station,11173,Hyllinge ny 400 kV-station,Regionerna Skåne och Blekinge,SE4,under_consideration,system_reinforcement,2035,2040,2035-2040,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_11173_hyllinge_tarstad,11173,Hyllinge–Tarstad ny 400 kV-ledning,Regionerna Skåne och Blekinge,SE4,under_consideration,system_reinforcement,2035,2040,2035-2040,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_11173_tarstad_harrie,11173,Tarstad–Harrie ny 400 kV-ledning,Regionerna Skåne och Blekinge,SE4,under_consideration,system_reinforcement,2035,2040,2035-2040,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_11173_barseback_harrie,11173,Barsebäck–Harrie ny 400 kV-ledning,Regionerna Skåne och Blekinge,SE4,under_consideration,system_reinforcement,2035,2040,2035-2040,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_11173_hurva_harrie,11173,Hurva–Harrie ny 400 kV-ledning,Regionerna Skåne och Blekinge,SE4,under_consideration,system_reinforcement,2035,2040,2035-2040,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_11173_hurva_station,11173,Hurva stationsutbyggnad,Regionerna Skåne och Blekinge,SE4,under_consideration,system_reinforcement,2035,2040,2035-2040,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_12470,12470,Hemsjö–Hurva ledningsförnyelse,Regionerna Skåne och Blekinge,SE4,under_consideration,reinvestment,2037,2037,2037,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_10101,10101,Interconnector DE–SWE,Regionerna Skåne och Blekinge,SE4,under_consideration,market_integration,2037,2045,2037-2045,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_11636,11636,Hemsjö–Hurva ny ledning,Regionerna Skåne och Blekinge,SE4,under_consideration,system_reinforcement,2038,2040,2038-2040,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_12586,12586,SwePol Link totalförnyelse,Regionerna Skåne och Blekinge,SE4,under_consideration,reinvestment,2040,2040,2040,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_11461,11461,Söderåsen–Kristinelund ledningsförnyelse,Regionerna Skåne och Blekinge,SE4,under_consideration,reinvestment,2043,2043,2043,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_11462,11462,Hurva–Barsebäck ledningsförnyelse,Regionerna Skåne och Blekinge,SE4,under_consideration,reinvestment,2043,2043,2043,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_11598,11598,Öresundskablarna ledningsförnyelse,Regionerna Skåne och Blekinge,SE4,preparation,reinvestment,2026,2026,2026,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_11389,11389,Sege anslutning av ny transformator,Regionerna Skåne och Blekinge,SE4,preparation,connection,2027,2027,2027,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_11638,11638,Skåne Sydost ny 400 kV-station,Regionerna Skåne och Blekinge,SE4,preparation,system_reinforcement,2036,2036,2036,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_11640,11640,Arrie–Skåne Sydost ny 400 kV-ledning,Regionerna Skåne och Blekinge,SE4,preparation,system_reinforcement,2036,2036,2036,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_11642,11642,Skåne Nordost ny 400 kV-station,Regionerna Skåne och Blekinge,SE4,preparation,system_reinforcement,2037,2037,2037,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_11644,11644,Skåne Nordost–Skåne Sydost ny 400 kV-ledning,Regionerna Skåne och Blekinge,SE4,preparation,system_reinforcement,2037,2037,2037,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_11646,11646,Sege stationsutbyggnad,Regionerna Skåne och Blekinge,SE4,preparation,system_reinforcement,2038,2038,2038,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_11648,11648,Sege–Arrie ny 400 kV-ledning,Regionerna Skåne och Blekinge,SE4,preparation,system_reinforcement,2038,2038,2038,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_11652,11652,Breared–Söderåsen ledningsförnyelse,Regionerna Skåne och Blekinge,SE4,construction,reinvestment,2026,2026,2026,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_14793,14793,Nybro–Hemsjö ny 400 kV-ledning,Regionerna Skåne och Blekinge,SE4,construction,market_integration,2027,2027,2027,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
svk_ska_14794,14794,Ekhyddan–Nybro–Hemsjö stationsåtgärder,Regionerna Skåne och Blekinge,SE4,construction,market_integration,2027,2028,2027-2028,in_service,SE,svk_nup_2026_2035,102,2026-05-03-svk-nup-10ar-v1,observed
